,title,artist,rank,total_swear,percent_swear
8149,Man Of My Word,Lil Baby & Lil Durk,60,14,0.0498220640569395
8150,Man Of The Woods,Justin Timberlake,73,1,0.0048543689320388345
8151,Man Of The Year,Juice WRLD,89,4,0.024390243902439025
8152,Man Of The Year,ScHoolboy Q,66,15,0.040214477211796246
8153,Man On The Corner,Genesis,40,0,0.0
8154,Man On The Moon,R.E.M.,30,0,0.0
8155,Man On Your Mind,Little River Band,14,0,0.0
8156,"Man Size Love (From ""Running Scared"")",Klymaxx,15,0,0.0
8157,Man To Man,Gary Allan,29,0,0.0
8158,Man! I Feel Like A Woman!,Shania Twain,31,0,0.0
8159,Manana Sera Bonito,Karol G & Carla Morrison,98,0,0.0
8160,Mandolin Rain,Bruce Hornsby & The Range,5,0,0.0
8161,Maneater,Daryl Hall John Oates,1,0,0.0
8162,Maneater,Nelly Furtado,16,0,0.0
8163,Maniac,Michael Sembello,1,0,0.0
8164,Manic Monday,The Bangles,3,0,0.0
8165,Manslaughter,Pop Smoke Featuring Rick Ross & The-Dream,82,8,0.03125
8166,Many Men,21 Savage & Metro Boomin,94,7,0.0170316301703163
8167,Many Rivers To Cross,Annie Lennox,80,0,0.0
8168,Maps,Maroon 5,6,0,0.0
8169,Maps,Yeah Yeah Yeahs,87,0,0.0
8170,March Of The Pigs,Nine Inch Nails,59,1,0.010869565217391304
8171,Marco Polo,Bow Wow Featuring Soulja Boy Tell'em,95,1,0.0024630541871921183
8172,Maria,Blondie,82,0,0.0
8173,Maria,TKA,44,0,0.0
8174,Maria Maria,Santana Featuring The Product G&B,1,0,0.0
8175,Mark My Words,Justin Bieber,60,0,0.0
8176,Maroon,Taylor Swift,3,5,0.03184713375796178
8177,Marry For Money,Trace Adkins,98,3,0.021897810218978103
8178,Marry Me,Jason Derulo,26,0,0.0
8179,Marry Me,Thomas Rhett,31,0,0.0
8180,Marry Me,Train,38,3,0.02912621359223301
8181,Marry The Night,Lady Gaga,32,0,0.0
8182,Marry You,Bruno Mars,85,0,0.0
8183,Marry You,Glee Cast,57,0,0.0
8184,Marsh,Eminem,83,16,0.020330368487928845
8185,Martika's Kitchen,Martika,98,1,0.004484304932735426
8186,Martin & Gina,Polo G,67,8,0.03669724770642202
8187,Marvin & Chardonnay,Big Sean Featuring Kanye West & Roscoe Dash,32,8,0.022222222222222223
8188,Marvin Gaye,Charlie Puth Featuring Meghan Trainor,22,0,0.0
8189,Marvins Room,Drake,21,11,0.04417670682730924
8190,Mary Jane's Last Dance,Tom Petty And The Heartbreakers,14,2,0.015384615384615385
8191,Mary On A Cross,Ghost,90,0,0.0
8192,Mary's Prayer,Danny Wilson,25,0,0.0
8193,"Mary, Did You Know?",Pentatonix,45,0,0.0
8194,"Mary, Mary",Run-D.M.C.,76,1,0.005291005291005291
8195,Mask Off,Future,5,22,0.0625
8196,Masquerade,Berlin,82,0,0.0
8197,Mass Appeal,Gang Starr,67,5,0.017543859649122806
8198,Massaging Me,Future,87,14,0.06896551724137931
8199,Massive,Drake,14,0,0.0
8200,Master Blaster (Jammin'),Stevie Wonder,5,0,0.0
8201,Master Of Puppets,Metallica,40,1,0.004901960784313725
8202,Mastermind,Taylor Swift,13,0,0.0
8203,Masterpiece,Atlantic Starr,4,0,0.0
8204,Masterpiece,DaBaby,55,37,0.07505070993914807
8205,Masterpiece,Jessie J,68,0,0.0
8206,Material Girl,Madonna,2,0,0.0
8207,Mathematical Disrespect,Lil Mabu,59,3,0.01764705882352941
8208,Mathematics,Melissa Manchester,75,0,0.0
8209,Matilda,Harry Styles,9,0,0.0
8210,May We All,Florida Georgia Line Featuring Tim McGraw,30,0,0.0
8211,Maybach,42 Dugg Featuring Future,68,3,0.006711409395973154
8212,Maybach Music 2,"Rick Ross Featuring Kanye West, T-Pain & Lil' Wayne",92,11,0.029023746701846966
8213,Maybe,Sick Puppies,59,0,0.0
8214,Maybe I Deserve,Tank,42,9,0.0371900826446281
8215,Maybe Love Will Change Your Mind,Stevie Nicks,62,0,0.0
8216,Maybe Not Tonight,Sammy Kershaw & Lorrie Morgan,90,0,0.0
8217,Maybe This Day,Kissing The Pink,87,0,0.0
8218,Mayberry,Rascal Flatts,27,0,0.0
8219,Mayores,Becky G Featuring Bad Bunny,74,0,0.0
8220,Me & U,Cassie,3,0,0.0
8221,Me (Without You),Andy Gibb,41,0,0.0
8222,Me + All Your Reasons,Morgan Wallen,81,1,0.007518796992481203
8223,Me Against The Music,Britney Spears Featuring Madonna,35,2,0.004576659038901602
8224,Me And God,Josh Turner,98,0,0.0
8225,Me And My Broken Heart,Rixton,14,0,0.0
8226,Me And My Crazy World,Lost Boyz,52,3,0.009146341463414634
8227,Me And My Gang,Rascal Flatts,50,0,0.0
8228,Me And My Guitar,A Boogie Wit da Hoodie,58,7,0.029914529914529916
8229,Me And Those Dreamin' Eyes Of Mine,D'Angelo,74,1,0.00398406374501992
8230,Me And Your Mama,Childish Gambino,68,0,0.0
8231,Me Enamora,Juanes,69,0,0.0
8232,Me Fui de Vacaciones,Bad Bunny,59,0,0.0
8233,Me Love,Sean Kingston,14,1,0.005555555555555556
8234,Me Myself And I,De La Soul,35,0,0.0
8235,Me Neither,Brad Paisley,85,0,0.0
8236,Me Niego,Reik Featuring Ozuna & Wisin,77,0,0.0
8237,Me Or Sum,"Nardo Wick, Lil Baby & Future",58,10,0.02680965147453083
8238,Me Porto Bonito,Bad Bunny & Chencho Corleone,6,0,0.0
8239,Me So Horny,The 2 Live Crew,26,9,0.049723756906077346
8240,Me Too,Meghan Trainor,14,0,0.0
8241,Me Vs Me,Moneybagg Yo,88,16,0.035634743875278395
8242,"Me, Myself & I",G-Eazy x Bebe Rexha,7,8,0.020942408376963352
8243,"Me, Myself And I",Beyonce,4,0,0.0
8244,Me-U=Blue,Glenn Medeiros (Featuring The Stylistics),81,0,0.0
8245,Mean,Taylor Swift,11,0,0.0
8246,Mean To Me,Brett Eldredge,56,0,0.0
8247,Meant To Be,Bebe Rexha & Florida Georgia Line,2,0,0.0
8248,Meant To Live,Switchfoot,18,0,0.0
8249,Meanwhile,George Strait,38,0,0.0
8250,Meanwhile Back At Mama's,Tim McGraw Featuring Faith Hill,41,0,0.0
8251,Meanwhile Back At The Ranch,The Clark Family Experience,80,0,0.0
8252,Medical,Lil Baby & Lil Durk,67,8,0.0299625468164794
8253,Medicine,Queen Naija,45,0,0.0
8254,Meet El Presidente,Duran Duran,74,1,0.006097560975609756
8255,Meet Me At Our Spot,THE ANXIETY: WILLOW & Tyler Cole,23,1,0.006622516556291391
8256,Meet Me Half Way,Kenny Loggins,11,0,0.0
8257,Meet Me Halfway,The Black Eyed Peas,7,0,0.0
8258,Meet Virginia,Train,21,0,0.0
8259,Meeting In My Bedroom,Silk,62,0,0.0
8260,Meeting In The Ladies Room,Klymaxx,60,0,0.0
8261,Mega Force,707,62,0,0.0
8262,Mega Medley,Zapp & Roger,54,0,0.0
8263,Megalomaniac,Incubus,55,3,0.03333333333333333
8264,Megan's Piano,Megan Thee Stallion,97,23,0.09583333333333334
8265,Melt In Your Mouth,Candyman,70,1,0.00303951367781155
8266,Meltdown,Travis Scott Featuring Drake,3,54,0.13533834586466165
8267,Members Only,Drake Featuring PARTYNEXTDOOR,24,3,0.011494252873563218
8268,Memories,David Guetta Featuring Kid Cudi,50,4,0.015267175572519083
8269,Memories,Maroon 5,4,0,0.0
8270,Memories,Tierra,62,0,0.0
8271,Memories Back Then,"Hustle Gang Featuring T.I., B.o.B, Kendrick Lamar & Kris Stephens",98,11,0.027707808564231738
8272,Memory,Barbra Streisand,54,0,0.0
8273,Memory,Barry Manilow,39,0,0.0
8274,Memory I Don't Mess With,Lee Brice,35,0,0.0
8275,Memory Lane,Old Dominion,27,0,0.0
8276,Memphis,Joe Jackson,85,10,0.06666666666666667
8277,Mental Picture,Jon Secada,32,0,0.0
8278,Mentirosa,Mellow Man Ace,16,0,0.0
8279,Mercedes,Brent Faiyaz,98,2,0.010256410256410256
8280,Mercedes Boy,Pebbles,2,0,0.0
8281,Mercy,Brett Young,33,1,0.010101010101010102
8282,Mercy,Duffy,33,0,0.0
8283,Mercy,"Kanye West, Big Sean, Pusha T, 2 Chainz",14,9,0.01487603305785124
8284,Mercy,Shawn Mendes,17,0,0.0
8285,Merry Christmas,Ed Sheeran & Elton John,42,0,0.0
8286,Merry Go 'round,Kacey Musgraves,63,1,0.005847953216374269
8287,Mesmerize,Ja Rule Featuring Ashanti,3,7,0.020771513353115726
8288,Mess,Lil Wayne,74,20,0.06779661016949153
8289,Message In A Bottle (Taylor's Version) (From The Vault),Taylor Swift,61,0,0.0
8290,Messin' Around,Pitbull Featuring Enrique Iglesias,64,0,0.0
8291,Met Gala,Gucci Mane Featuring Offset,92,15,0.03184713375796178
8292,Met Gala,Gunna,70,13,0.04744525547445255
8293,Met Him Last Night,Demi Lovato Featuring Ariana Grande,93,1,0.003875968992248062
8294,Method Man,Wu-Tang Clan,71,36,0.07317073170731707
8295,Method Of Modern Love,Daryl Hall John Oates,5,0,0.0
8296,Metro Spider,Metro Boomin & Young Thug,43,10,0.03048780487804878
8297,Mexican Radio,Wall Of Voodoo,58,0,0.0
8298,Mi Ex Tenia Razon,Karol G,22,0,0.0
8299,Mi Gente,J Balvin & Willy William Featuring Beyonce,6,0,0.0
8300,Miami,Bob Seger,70,0,0.0
8301,Miami,Will Smith,19,1,0.00411522633744856
8302,Mickey,Toni Basil,1,0,0.0
8303,Microphone Master,Das EFX (Featuring Mobb Deep),86,7,0.02005730659025788
8304,Midas Touch,Midnight Star,46,0,0.0
8305,Middle,DJ Snake Featuring Bipolar Sunshine,22,0,0.0
8306,Middle Child,J. Cole,8,8,0.02318840579710145
8307,Middle Of A Memory,Cole Swindell,47,0,0.0
8308,Middle Of The Ocean,Drake,15,13,0.023636363636363636
8309,Middle Of The Road,Pretenders,19,1,0.009009009009009009
8310,Midnight,Coldplay,29,0,0.0
8311,Midnight Blue,Lou Gramm,8,0,0.0
8312,Midnight Blue,Louise Tucker,48,0,0.0
8313,Midnight City,M83.,73,0,0.0
8314,Midnight Memories,One Direction,92,0,0.0
8315,Midnight Rain,Poco,78,0,0.0
8316,Midnight Rain,Taylor Swift,5,0,0.0
8317,Midnight Rendezvous,The Babys,72,1,0.008264462809917356
8318,Midnight Rocks,Al Stewart,25,0,0.0
8319,Midnight Sky,Miley Cyrus,14,0,0.0
8320,Midnite Maniac,Krokus,71,0,0.0
8321,Midwest Swing,St. Lunatics,89,10,0.025839793281653745
8322,Mientras Me Curo del Cora,Karol G,68,0,0.0
8323,Might Be,DJ Luke Nasty,78,9,0.039647577092511016
8324,Might Not,Belly Featuring The Weeknd,68,12,0.040955631399317405
8325,Might Not Give Up,A Boogie Wit da Hoodie Featuring Young Thug,66,13,0.036011080332409975
8326,"Mighty ""O""",OutKast,77,5,0.011627906976744186
8327,Miles Away,Winger,12,0,0.0
8328,Milkshake,Kelis,3,8,0.039603960396039604
8329,Millennium,Robbie Williams,72,0,0.0
8330,Millidelphia,Meek Mill Featuring Swizz Beatz,73,39,0.07975460122699386
8331,Million Reasons,Lady Gaga,18,0,0.0
8332,Millionaire,Chris Stapleton,47,0,0.0
8333,Mind Blowin',Smooth,75,3,0.008
8334,Mind Of Melvin,YNW Melly Featuring Lil Uzi Vert,78,11,0.03170028818443804
8335,Mind On You,George Birge,88,0,0.0
8336,Mind Playing Tricks On Me,Geto Boys,23,16,0.04938271604938271
8337,Mind Reader,Dustin Lynch,58,0,0.0
8338,Mine,Bazzi,12,2,0.015873015873015872
8339,Mine,Taylor Swift,8,0,0.0
8340,Mine (Taylor's Version),Taylor Swift,81,0,0.0
8341,Mine Would Be You,Blake Shelton,36,1,0.006211180124223602
8342,Minimum Wage,Blake Shelton,67,0,0.0
8343,Mint Car,The Cure,58,0,0.0
8344,Miracle,Whitney Houston,11,0,0.0
8345,Miracles,Stacy Lattisaw,41,0,0.0
8346,Mirror,Lil Wayne Featuring Bruno Mars,44,2,0.012121212121212121
8347,Mirror Man,The Human League,31,0,0.0
8348,Mirror Mirror,M2M,68,0,0.0
8349,"Mirror, Mirror",Diana Ross,8,0,0.0
8350,Mirrorball,Taylor Swift,93,0,0.0
8351,Mirrors,Justin Timberlake,2,0,0.0
8352,Misery,Maroon 5,14,0,0.0
8353,Misery,Soul Asylum,22,0,0.0
8354,Misery Business,Paramore,31,0,0.0
8355,Misfit,Curiosity Killed The Cat,42,0,0.0
8356,Mishale,Andru Donalds,39,5,0.02577319587628866
8357,Misled,Celine Dion,24,0,0.0
8358,Misled,Kool & The Gang,13,0,0.0
8359,Miss California,Dante Thomas Featuring Pras,88,0,0.0
8360,Miss Independent,Kelly Clarkson,9,0,0.0
8361,Miss Independent,Ne-Yo,8,0,0.0
8362,Miss Me,Drake Featuring Lil Wayne,15,13,0.030732860520094562
8363,Miss Me Baby,Chris Cagle,71,0,0.0
8364,Miss Me Blind,Culture Club,5,0,0.0
8365,Miss Me More,Kelsea Ballerini,52,0,0.0
8366,Miss Movin' On,Fifth Harmony,76,0,0.0
8367,Miss Murder,AFI,24,0,0.0
8368,Miss Sun,Boz Scaggs,14,0,0.0
8369,Miss The Rage,Trippie Redd & Playboi Carti,11,22,0.05378973105134474
8370,Miss You,Aaliyah,3,0,0.0
8371,Miss You,Oliver Tree & Robin Schulz,89,2,0.016
8372,Miss You In A Heartbeat,Def Leppard,39,0,0.0
8373,Miss You Like Crazy,Natalie Cole,7,0,0.0
8374,Miss You Much,Janet Jackson,1,0,0.0
8375,Missed Opportunity,Daryl Hall John Oates,29,0,0.0
8376,Missing,Everything But The Girl,2,0,0.0
8377,Missing You,Brooks & Dunn,75,0,0.0
8378,Missing You,Case,5,1,0.00423728813559322
8379,Missing You,Dan Fogelberg,23,0,0.0
8380,Missing You,Diana Ross,10,0,0.0
8381,Missing You,John Waite,2,0,0.0
8382,Missing You,Steve Perry,74,0,0.0
8383,Missing You,Tina Turner,84,0,0.0
8384,Missing You Now,Michael Bolton,12,0,0.0
8385,Missionary Man,Eurythmics,14,0,0.0
8386,Mississippi Girl,Faith Hill,31,0,0.0
8387,Missunderstanding,Al B. Sure!,42,0,0.0
8388,Mistake No. 3,Culture Club,33,0,0.0
8389,Mistaken Identity,Kim Carnes,60,0,0.0
8390,Mister Sandman,Emmylou Harris,38,0,0.0
8391,Mistletoe,Colbie Caillat,86,0,0.0
8392,Mistletoe,Justin Bieber,11,0,0.0
8393,Misunderstanding,Genesis,14,0,0.0
8394,Mixed Emotions,The Rolling Stones,5,0,0.0
8395,Mixed Personalities,YNW Melly Featuring Kanye West,43,25,0.08833922261484099
8396,Mmhmm,BigXthaPlug,93,5,0.02252252252252252
8397,Mmm Mmm Mmm Mmm,Crash Test Dummies,4,0,0.0
8398,Mmm Yeah,Austin Mahone Featuring Pitbull,49,0,0.0
8399,Mo Bamba,Sheck Wes,6,39,0.19796954314720813
8400,Mo Money Mo Problems,The Notorious B.I.G. Featuring Puff Daddy & Mase,1,1,0.002770083102493075
8401,Moan & Groan,Mark Morrison,76,0,0.0
8402,Mob Ties,Drake,28,21,0.0875
8403,Mockingbird,Eminem,11,1,0.002369668246445498
8404,Mockingbird,Rob Thomas,95,0,0.0
8405,Modern Day Bonnie And Clyde,Travis Tritt,55,0,0.0
8406,Modern Day Delilah,Van Stephenson,22,0,0.0
8407,Modern Girl,Sheena Easton,18,1,0.004366812227074236
8408,Modern Jam,Travis Scott Featuring Teezo Touchdown,23,4,0.019801980198019802
8409,Modern Love,David Bowie,14,0,0.0
8410,Mojabi Ghost,Tainy & Bad Bunny,57,0,0.0
8411,Molly,"Tyga Featuring Cedric Gervais, Wiz Khalifa & Mally Mall",66,13,0.051181102362204724
8412,Molly (Sixteen Candles),Sponge,55,0,0.0
8413,Moment 4 Life,Nicki Minaj Featuring Drake,15,5,0.017361111111111112
8414,Moments,Emerson Drive,56,0,0.0
8415,Momma I Hit A Lick,2 Chainz Featuring Kendrick Lamar,100,13,0.04180064308681672
8416,Momma's House,Dustin Lynch,62,3,0.015544041450777202
8417,Mona Lisa,Dominic Fike,98,0,0.0
8418,Mona Lisa,Lil Wayne Featuring Kendrick Lamar,2,39,0.06074766355140187
8419,Monaco,Bad Bunny,9,0,0.0
8420,Monday Morning Church,Alan Jackson,54,0,0.0
8421,Money,Cardi B,13,23,0.06336088154269973
8422,Money,The Flying Lizards,53,0,0.0
8423,Money Bag,Cardi B,87,15,0.038461538461538464
8424,"Money Can't Buy You Love (From ""Mo' Money"")",Ralph Tresvant,59,1,0.0017574692442882249
8425,Money Changes Everything,Cyndi Lauper,28,0,0.0
8426,Money For Nothing,Dire Straits,1,0,0.0
8427,Money In The Bank,Lil Scrappy Featuring Young Buck,28,8,0.031496062992125984
8428,Money In The Bank,Swizz Beatz,84,2,0.006872852233676976
8429,Money In The Ghetto,Too $hort,92,2,0.004662004662004662
8430,Money In The Grave,Drake Featuring Rick Ross,8,5,0.01567398119122257
8431,Money Longer,Lil Uzi Vert,54,2,0.007352941176470588
8432,Money Maker,Ludacris Featuring Pharrell,1,6,0.015113350125944584
8433,Money On You,Chris Blue,66,0,0.0
8434,Money Over Fallouts,Tory Lanez,97,16,0.02782608695652174
8435,Money So Big,Yeat,99,16,0.051118210862619806
8436,Money Spread,Lil Uzi Vert Featuring Young Nudy,89,11,0.022132796780684104
8437,Money To Blow,Birdman Featuring Lil Wayne & Drake,26,12,0.023529411764705882
8438,Money$ Too Tight (To Mention),Simply Red,30,0,0.0
8439,Money's Just A Touch Away,Mack 10 Featuring Gerald Levert,54,0,0.0
8440,"Money, Power & Respect",The Lox [Featuring DMX & Lil' Kim],19,12,0.022058823529411766
8441,Moneytalks,AC/DC,23,0,0.0
8442,Monica,Before Dark,77,0,0.0
8443,Monkey,George Michael,1,0,0.0
8444,Monopoly,Ariana Grande & Victoria Monet,70,8,0.04145077720207254
8445,Monotonia,Shakira + Ozuna,65,0,0.0
8446,Monster,21 Savage,73,4,0.012987012987012988
8447,Monster,Fred Schneider,86,0,0.0
8448,Monster,Imagine Dragons,78,0,0.0
8449,Monster,"Kanye West Featuring Jay-Z, Rick Ross, Bon Iver & Nicki Minaj",49,36,0.06728971962616823
8450,Monster,Meek Mill,96,5,0.01639344262295082
8451,Monster,Paramore,100,0,0.0
8452,Monster,Shawn Mendes & Justin Bieber,8,0,0.0
8453,Monsters,All Time Low Featuring Demi Lovato & blackbear,55,12,0.06349206349206349
8454,Monsters And Angels,Voice Of The Beehive,82,0,0.0
8455,Montego Bay,Amazulu,96,0,0.0
8456,Montero (Call Me By Your Name),Lil Nas X,1,4,0.02531645569620253
8457,Mony Mony,Billy Idol,1,0,0.0
8458,Mood,24kGoldn Featuring iann dior,1,6,0.02857142857142857
8459,Mood Swings,A Boogie Wit da Hoodie,76,16,0.07239819004524888
8460,Mood Swings,Pop Smoke Featuring Lil Tjay,19,9,0.028481012658227847
8461,Moolah,Young Greatness,87,2,0.0051813471502590676
8462,Moon,Kanye West,17,0,0.0
8463,Moon Relate,Lil Uzi Vert,62,2,0.00625
8464,Moonlight,Kali Uchis,80,1,0.004166666666666667
8465,Moonlight,XXXTENTACION,13,2,0.011299435028248588
8466,Moonlight On Water,Laura Branigan,59,0,0.0
8467,Moonlighting (Theme),Al Jarreau,23,0,0.0
8468,Moonwalking In Calabasas,DDG,81,29,0.08978328173374613
8469,Mop,Gunna Featuring Young Thug,86,21,0.04849884526558892
8470,Moral Of The Story,Ashe Featuring Niall Horan,82,1,0.004672897196261682
8471,More,Trace Adkins,65,0,0.0
8472,More,Usher,17,0,0.0
8473,More & More,Joe,48,0,0.0
8474,More And More,Captain Hollywood Project,17,1,0.007462686567164179
8475,More Girls Like You,Kip Moore,77,0,0.0
8476,More Hearts Than Mine,Ingrid Andress,32,0,0.0
8477,More Like Her,Miranda Lambert,92,0,0.0
8478,More Love,Kim Carnes,10,0,0.0
8479,More M's,Drake & 21 Savage,18,15,0.04559270516717325
8480,More Stars,More Stars On 45,55,0,0.0
8481,More Than A Memory,Garth Brooks,53,1,0.009345794392523364
8482,More Than A Woman,Aaliyah,25,0,0.0
8483,More Than Ever,Nelson,15,0,0.0
8484,More Than I Can Say,Leo Sayer,2,0,0.0
8485,More Than Just The Two Of Us,Sneaker,34,0,0.0
8486,More Than Miles,Brantley Gilbert,73,1,0.006329113924050633
8487,More Than My Hometown,Morgan Wallen,19,0,0.0
8488,More Than Physical,Bananarama,73,0,0.0
8489,More Than That,Backstreet Boys,27,0,0.0
8490,More Than This,"10,000 Maniacs",25,0,0.0
8491,More Than Words,Extreme,2,0,0.0
8492,More Than Words,Frankie J,26,0,0.0
8493,More Than Words Can Say,Alias,3,0,0.0
8494,More Than You Know,Martika,21,0,0.0
8495,More Time,Pop Smoke,80,4,0.015267175572519083
8496,Morning After Dark,Timbaland Featuring Nelly Furtado & SoShy,61,0,0.0
8497,Morning Desire,Kenny Rogers,72,0,0.0
8498,Morning Man,Rupert Holmes,70,0,0.0
8499,Morning Train (Nine To Five),Sheena Easton,1,0,0.0
8500,Moscow Mule,Bad Bunny,4,0,0.0
8501,Most Girls,Hailee Steinfeld,58,2,0.00823045267489712
8502,Most Girls,P!nk,5,0,0.0
8503,Most Of All,Jody Watley,60,0,0.0
8504,Most People Are Good,Luke Bryan,43,1,0.0055248618784530384
8505,Moth To A Flame,Swedish House Mafia & The Weeknd,27,0,0.0
8506,Mother,Danzig,43,6,0.0625
8507,Mother's Daughter,Miley Cyrus,92,10,0.05434782608695652
8508,Mother's Pride,George Michael,48,0,0.0
8509,Mothers Talk,Tears For Fears,27,0,0.0
8510,Motiv8,J. Cole,71,5,0.02100840336134454
8511,Motivation,Kelly Rowland Featuring Lil Wayne,17,0,0.0
8512,Motivation,Normani,33,0,0.0
8513,Motley Crew,Post Malone,23,5,0.0205761316872428
8514,MotorSport,"Migos, Nicki Minaj & Cardi B",7,10,0.017985611510791366
8515,Motortown,The Kane Gang,36,0,0.0
8516,Motownphilly,Boyz II Men,3,0,0.0
8517,Mountains,Lonestar,82,1,0.0056179775280898875
8518,Mountains,Prince And The Revolution,23,0,0.0
8519,Mourn You Til I Join You,Naughty By Nature,51,22,0.041666666666666664
8520,Mourning,Post Malone,36,4,0.023391812865497075
8521,Mouth,Merril Bainbridge,4,0,0.0
8522,Move,Luke Bryan,51,3,0.014084507042253521
8523,Move (If You 'W'anna),Mims,63,2,0.006389776357827476
8524,Move Along,The All-American Rejects,17,0,0.0
8525,Move Any Mountain,The Shamen,39,0,0.0
8526,Move Away,Culture Club,12,0,0.0
8527,Move It Like This,K7,54,0,0.0
8528,Move It To The Rhythm,Technotronic Featuring Ya Kid K,83,0,0.0
8529,Move Right Out,Rick Astley,83,0,0.0
8530,Move Shake Drop,DJ Laz Featuring Flo Rida & Casely,56,6,0.010810810810810811
8531,Move That Doh,"Future Featuring Pharrell, Pusha T & Casino",48,4,0.005291005291005291
8532,Move This,Technotronic Featuring Ya Kid K,6,0,0.0
8533,Move Ya Body,Nina Sky Featuring Jabba,4,0,0.0
8534,Move Ya Hips,A$AP Ferg Featuring  Nicki Minaj & MadeinTYO,19,10,0.03460207612456748
8535,Move Your Boogie Body,Bar-Kays,57,0,0.0
8536,Moved To Miami,Roddy Ricch Featuring Lil Baby,85,18,0.06474820143884892
8537,Moves,Big Sean,45,21,0.0711864406779661
8538,Moves Like Jagger,Maroon 5 Featuring Christina Aguilera,1,1,0.004329004329004329
8539,Movin' On,CeCe Peniston,83,0,0.0
8540,Movin' On,Elliott Yamin,61,1,0.005988023952095809
8541,Moving Mountains,Usher,67,0,0.0
8542,Moving On Up,M People,34,0,0.0
8543,Moving To Mars,Coldplay,90,0,0.0
8544,Mr. Brightside,The Killers,10,0,0.0
8545,Mr. Carter,Lil Wayne Featuring Jay-Z,78,9,0.01935483870967742
8546,Mr. Ice Cream Man,Master P,90,1,0.002173913043478261
8547,Mr. Jones,Pop Smoke Featuring Future,71,35,0.09043927648578812
8548,Mr. Know It All,Kelly Clarkson,15,0,0.0
8549,"Mr. Loverman (From ""Deep Cover"")",Shabba Ranks,41,0,0.0
8550,Mr. Misunderstood,Eric Church,84,3,0.00911854103343465
8551,Mr. Mom,Lonestar,33,0,0.0
8552,Mr. October,Bad Bunny,73,0,0.0
8553,Mr. Perfectly Fine (Taylor's Version) (From The Vault),Taylor Swift,30,4,0.017857142857142856
8554,Mr. Personality,Gillette,42,1,0.005780346820809248
8555,Mr. Right Now,21 Savage & Metro Boomin Featuring Drake,24,17,0.04899135446685879
8556,Mr. Roboto,Styx,3,0,0.0
8557,Mr. Saxobeat,Alexandra Stan,24,0,0.0
8558,Mr. Telephone Man,New Edition,12,1,0.0037593984962406013
8559,Mr. Too Damn Good,Gerald Levert,76,8,0.030534351145038167
8560,Mr. Vain,Culture Beat,17,0,0.0
8561,Mr. Wendal,Arrested Development,6,0,0.0
8562,Mr. Wrong,Mary J. Blige Featuring Drake,87,1,0.004464285714285714
8563,Mrs. Officer,Lil Wayne Featuring Bobby Valentino & Kidd Kidd,16,2,0.003875968992248062
8564,Mrs. Right,Mindless Behavior Featuring Diggy,72,0,0.0
8565,Mrs. Steven Rudy,Mark McGuinn,45,0,0.0
8566,Ms. Jackson,OutKast,2,7,0.018276762402088774
8567,Ms. New Booty,Bubba Sparxxx Featuring Ying Yang Twins & Mr. ColliPark,7,3,0.0064794816414686825
8568,Mud On The Tires,Brad Paisley,30,0,0.0
8569,Murder On My Mind,YNW Melly,14,14,0.040697674418604654
8570,Murder She Wrote,Chaka Demus & Pliers,57,3,0.006355932203389831
8571,Murphy's Law,Cheri,39,0,0.0
8572,Muscles,Diana Ross,10,0,0.0
8573,Music,Madonna,1,0,0.0
8574,Music For A Sushi Restaurant,Harry Styles,8,0,0.0
8575,Music Is My Hot Hot Sex,CSS,78,2,0.009478672985781991
8576,Music Makes Me High,Lost Boyz,51,6,0.015957446808510637
8577,Music Of My Heart,*NSYNC & Gloria Estefan,3,0,0.0
8578,Music Sounds Better With You,Stardust,62,0,0.0
8579,Music Time,Styx,40,0,0.0
8580,Must Be Doin' Somethin' Right,Billy Currington,44,0,0.0
8581,Must Be Nice,Lyfe Jennings,43,0,0.0
8582,Mutha***** Up,Tyga Featuring Nicki Minaj,74,23,0.06686046511627906
8583,Mutual Surrender (What A Wonderful World),Bourgeois Tagg,64,0,0.0
8584,My All,Mariah Carey,1,0,0.0
8585,My Apocalypse,Metallica,67,1,0.006369426751592357
8586,My Baby,Pretenders,65,0,0.0
8587,My Baby Daddy,B-Rock & The Bizz,11,1,0.002570694087403599
8588,My Baby You,Marc Anthony,70,0,0.0
8589,My Baby's Guns N' Roses,Brantley Gilbert,87,3,0.016666666666666666
8590,My Bad,Khalid,99,0,0.0
8591,My Band,D12,6,24,0.0410958904109589
8592,My Best Friend,Tim McGraw,29,0,0.0
8593,My Body,LSG,4,0,0.0
8594,My Boo,Ghost Town DJ's,27,0,0.0
8595,My Boo,Usher And Alicia Keys,1,0,0.0
8596,My Boy,Elvie Shane,28,0,0.0
8597,My Brave Face,Paul McCartney,26,0,0.0
8598,My Chick Bad,Ludacris Featuring Nicki Minaj,11,6,0.01652892561983471
8599,My Choppa Hate N****s,21 Savage & Metro Boomin,73,5,0.004336513443191674
8600,My Church,Maren Morris,50,0,0.0
8601,My City Of Ruins (Live From The Kennedy Center Honors),Eddie Vedder,92,0,0.0
8602,My Dawg,Lil Baby,71,10,0.024330900243309004
8603,My Destiny,Katharine McPhee,79,0,0.0
8604,My Drink N' My 2 Step,Cassidy Featuring Swizz Beatz,33,1,0.003246753246753247
8605,My Ever Changing Moods,The Style Council,29,0,0.0
8606,My Ex's Best Friend,Machine Gun Kelly X blackbear,20,1,0.005780346820809248
