Kiss On My List,Daryl Hall John Oates,"My friends wonder why I call you all the time, what can I say?
I don't feel the need to give such secrets away
You think maybe I need help, no, I know I'm right, alright
I'm just better off not listening to friends' advice
When they insist on knowing my bliss
I tell them this
When they wanna know what the reason is
I only smile when I lie, then I tell them why
Because your kiss, your kiss is on my list
Because your kiss, your kiss is on my list
Because your kiss is on my list
Of the best things in life
Because your kiss, your kiss is on my list
Because your kiss, your kiss, I can't resist
Because your kiss is what I miss
When I turn out the light
I go crazy wondering what there is to really see
Did the night just take up your time? 'Cause it means more to me
Sometimes, I forget what I'm doing, I don't forget what I want, I want
Regret what I've done, regret you? I couldn't go on
But if you insist on knowing my bliss
I'll tell you this
If you wanna know what the reason is
I only smile when I lie, then I'll tell you why
Because your kiss, your kiss is on my list
Because your kiss, your kiss is on my list
Because your kiss is on my list
Of the best things in life
Because your kiss, your kiss is on my list
Because your kiss, your kiss, I can't resist
Because your kiss is what I miss
When I turn out the light
I really miss you, babe
Ah!
Because your kiss, your kiss is on my list
Because your kiss, your kiss is on my list
Because your kiss is on my list
Of the best things in life, oh, man
Because your kiss, your kiss is on my list
Because your kiss, your kiss, I can't resist
Because your kiss is what I miss
When I turn out the light
Because your kiss, your kiss is on my list
Because your kiss, your kiss, I can't resist
Because your kiss is on my list
Of the best things in life, oh
Because your kiss, your kiss is on my list
Because your kiss, your kiss, I can't resist"
Feels Good,Tony Toni Tone,"Play this record as frequently as possible
Then as it becomes easier for you
Play the record once a day, or as needed
It feels good, yeah
It feels good
Oh it feels good
It feels good
It sure feels good to me
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let it take you away
Moments that we share
Special times alone
Just don't ever change
'Cause I'm so into you
And you know it feels good
To know that you're there by my side
It feels good
To know that you're there for me
It feels good
To know that you'll always be around
It feels good
To know you'll love me for me
Your rhythm it sho' feels good to me
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let it take you away
Last night was so fun
Loving one on one
I was holding you so tight
Now I just might make you my wife
'Cause you know
It feels good
To know that you really care
It feels good
To know that I can relax when I'm with you
It feels good
To know I can be by your side
It feels good
Having you around
Your rhythm, it sho' feels good to me
You know that I love you, yeah
You know that I want you
It feels good
You know that I need you
You know that I care
It feels good, ooh yeah
It feels good
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let me hear you say
If the rhythm feels good to you baby
Let it take you away
Mocedes the mellow, quite a nice fellow
Met 3T hit a rhyme acappello
They had the rhythm and I had the rhyme
So then a hit of that one more time
It worked out and then they worked it in
Tony! Toni! Toné! has done it again
Feels good, yeah
It feels good
It feels good
It feels good
It feels good yeah
It feels good
I feel it all in my hands
I feel it all in my feet
I feel it all in my bones
I feel it all in my bones
I feel it all in my feet
I feel it all in my heart
I feel it all in my soul
And you know
It feels good, yeah
It feels good
It feels good, yeah
It feels good
Feel it, feel it girl
Can you feel it?
Can you feel it?
Feel it, feel it, feel it
'Cause I feel it, yeah 'cause I feel it
And I feel like this, I feel like-
I feel good
I feel good
I feel good
I feel it all in my hands
I feel it all in my feet
I feel it all over me
And I feel good"
Thinking Of You,SaFire,"As I sit looking out the window
I can still remember
They call me to tell me
You went away
It was such a cold day

[Hook:]
On a Sunday morning
It came without a warning
And all the pain I felt inside
I just can't forget you

I'm feeling so alone
Though many times I've tried
I can't get you off my mind

[Chorus:]
I'm thinking of you
Wonder where you are tonight
I wish that I could hold you tight
I'm thinking of you
Wish you could stay
But you're so far away
So far away
See upcoming pop shows
Get tickets for your favorite artists

You might also like
I Wanna Make You Mine
Safire
Love Is on Her Mind
Safire
Don’t Break My Heart
Safire

[Verse 2:]
And even though you're gone
I know you're happy where you are
I know someday
We'll be together together again

[Repeat Hook:]

[Repeat Chorus:]

[Bridge:]
I know someday I'll hold you again
You and me together again
But until that day
I'm thinking of you"
Where Does My Heart Beat Now,Celine Dion,"So much to believe in
We were lost in time
Everything I needed
I fell into your eyes
Always thought of keepin'
Your heart next to mine
But now that seems so far away
Don't know how love could leave
Without a trace
Where do silent hearts go?
Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?
Candle in the water
Drifting helplessly
Hiding from the thunder
Come and rescue me
Driven by the hunger
Of the endless dream
I'm searching for the hand that I can hold
I'm reaching for the arms that let me know
Where do silent hearts go?
Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
Where do all the lonely hearts go?
Where do all the lonely hearts go?
Then one touch overcomes the silence
Love still survives
Two hearts needing one another
Give me wings to fly
Where does my heart beat now?
Where is the sound
That only echoes through the night?
Where does my heart beat now?
I can't live without
Without feeling it inside
I need someone to give my heart to
I feel it getting stronger and stronger
And stronger
And I feel inside
Hearts are made to last
'Til the end of time"
Close To Me,Ellie Goulding X Diplo Featuring Swae Lee,"Even though we both know we're liars
And we start each other's fires
We just know that we'll be alright
Even though we're kicked out the party
'Cause we both hate everybody
We're the ones they wanna be like

[Pre-Chorus: Ellie Goulding]
So don't let me down
Keep me in trouble
Born to be wild
Out in the jungle

[Chorus: Ellie Goulding & Swae Lee]
And I don't wanna be somebody without your body
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
'Cause I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me (Woo)

[Verse 2: Swae Lee]
You can never come too close for comfort
I had to cut my bitch off, she bein' stubborn (Stubborn)
I make it known I fuck with you, not undercover ('Cover)
And when I jump in, I'm burnin' rubber (Yeah, skrrt)
Iced out body, didn't go to college (Yeah, yeah)
Price tag poppin', then you on a private (Then you on a)
Don't say sorry, everyone's watchin' (Everyone)
When you're where I am, everything's timeless (Yeah, yeah)
See upcoming pop shows
Get tickets for your favorite artists

You might also like
The Alchemy
Taylor Swift
Who’s Afraid of Little Old Me?
Taylor Swift
The Tortured Poets Department
Taylor Swift

[Chorus: Ellie Goulding & Swae Lee]
And I don't wanna be somebody without your body
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
'Cause I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me (Yee)
Close to me

[Post-Chorus: Ellie Goulding & Swae Lee]
Close to me (Woo)
Yeah

[Bridge: Ellie Goulding]
'Cause I'm an animal, animal-al like
Animal like you

[Chorus: Ellie Goulding & Swae Lee]
And I don't wanna be somebody without your body (Yeah)
Close to me
And if it wasn't you, I wouldn't want anybody
Close to me (Yeah, yeah)
Because I'm an animal, animal-al like
Animal like you
And I don't wanna be somebody without your body
Close to me
Close to me


[Outro: Ellie Goulding]
(To me)
Close to me"
Break Up,Mario Featuring Gucci Mane & Sean Garrett,"I love you,
But I don't think I can love you anymore
When I kiss you so good
Why would you wanna break up?
When this loving is so good
Why would you wanna break up?
When I hit that so good
Why would you wanna break up?
When this feeling is so good
Why would you wanna break up?
Loving you, loving you, loving you
When I'm, when I'm
Loving you, loving you
Why would you wanna break up?
(Do anything for you)
Why would you wanna break up?
(See I been driving through your hood)
Why would you wanna break up?
Ohhh!
Now baby girl done dumped me
She no longer wants me
I'm no longer hired
She said that I've been fired
On to the next one
More fish in the sea
Girls are like buses
Miss one, Next fifteen; one comin'
Gucci Mane crazy and his ice game stuntin'
Swag so stupid still the b**** straight dumped me
Over, no more smokin' doja
Baby girl went AWOL
She used to be my soulja
(Don't) Don't I lace you with the Gucci?
(Don't) Don't I deck you in the Louis?
(Do-on't) Don't I make your earlobe freeze?
(Don't) When I dive, I dive deep?
I know I be (gone)
I know I be (gone)
I know I be (Flirtin wit the girls)
I know I be (sayin' I'll be right back but take too long)
I know I be (sayin' I'll be faithful but I don't)
I know I be
Makin' you them promises
Then breakin' your heart again
Tellin' you she wasn't when she was then we arguin'
But, baaaby...
I looove you...
Oooh!
Loving you, loving you, loving you
When I'm, when I'm
Loving you, loving you
Why would you wanna break up?
(Do anything for you)
Why would you wanna break up?
(See I been driving through your hood)
Why would you wanna break up?
Loving you, loving you, loving you
When I'm, when I'm
Loving you, loving you
Why would you wanna break up?
(Do anything for you)
Why would you wanna break up?
(See I been driving through your hood)
Why would you wanna break up?
You may be from the hood but to me (your a model)
Everything that I e-eva seen (in a model)
If you leavin' baby don't leave me (till tomorrow
Tonight we gone get a lil tipsy (with a bottle)
You gone get me up
Imma take em down
Imma change my ways
We gone work it out
Girl I wouldn't be the same if you was wit somebody else
Girl it wouldn't be the same if I was wit somebody else
I know I made mistakes before
Promise you won't get hurt no more
I got what you like and you know once you lay down it's on
Oooh!
Loving you, loving you, loving you
When I'm, when I'm
Loving you, loving you
Why would you wanna break up?
(Do anything for you)
Why would you wanna break up?
(See I been driving through your hood)
Why would you wanna break up?
(Gucci Mane)
Why you wanna leave me?,
You should wanna tease me
Bein' Icy ain't easy,
I make it look easy
Used to cop you valli,
Let ya rock Louis
Now it's f*** shorty,
I don't like Gucci
Ooh!
Loving you, loving you, loving you
When I'm, when I'm
Loving you, loving you
Why would you wanna break up?
(Do anything for you)
Why would you wanna break up?
(See I been driving through your hood)
Why would you wanna break up?
I'm back baby"
Hot Boy,Bobby Shmurda,"In Truey, I'm some hot nigga
Like I talk to Shyste when I shot niggas
Like you seen em twirl then he drop, nigga
And We Keep them 9 milli's on my block, nigga
And Monte Keep it on him, he done dropped niggas
And Trigger he be wilding, he some hot nigga
Tones known to get busy with them Glocks, nigga
Try to run down and you can catch a shot, nigga
Running through these checks till' I pass out
Your shawty gave me neck 'til I pass out
I swear to God, all I do is cash out
And if you ain't a ho, get up out my trap house
I been selling crack since like the 5th grade
Really never made no difference what the shit made
Jaja taught me flip them packs and how to maintain
Get that money back and spend it on the same thing
Shawty like the way that I ball out
I be getting money till' I fall out
You talking cash dog, I goes all out
Shawty love the way that I floss out
Free Greezy though, let all of my dogs out
Mama said no pussy cats inside my dog house
That's what got my daddy locked up in the dog pound
Free Phantom though, let all of my dogs out
We gon' pull up in that hooptie like we cops on 'em
With the 16's, we gon' put some shots on em'
I send a lil' thot to send the drop on em'
She gon' call me up and I'mma sick the hots on 'em
Grimey savage, that's what we are
Grimey shooters dressed in G-Star
GS9, I go so Hard
But GS for my gun squad
And bitch if there's a problem we gon' gun brawl
Shots poppin 'out The AR
I'm with Trigger, I'm with Rasha, I'm with A-Raw
Broad daylight and we gon' let them things bark
Tell them niggas free Meeshie, ho
Subwave, free Greezy, ho
And tell my niggas, Shmurda teaming, ho
Mitch caught a body 'bout a week ago
Fuck with us and then we tweaking, ho
Run up on that nigga get to squeezing, ho
Everybody catching bullet holes
Niggas got me on my bully yo
I'mma run up, put that gun on 'em
I'mma run up, go dumb on 'em
Niggas got me on that young shit
Got me on that go dumb shit
Doodoo stain gang"
Islands In The Stream,Kenny Rogers Duet With Dolly Parton,"Baby, when I met you, there was peace unknown
I set out to get you with a fine tooth comb
I was soft inside
There was something going on
You do something to me that I can't explain
Hold me closer and I feel no pain
Every beat of my heart
We got something going on
Tender love is blind
It requires a dedication
All this love we feel needs no conversation
We ride it together, uh-huh
Making love with each other, uh-huh
Islands in the stream
That is what we are
No one in between
How can we be wrong?
Sail away with me
To another world
And we rely on each other, uh-huh
From one lover to another, uh-huh
I can't live without you if the love was gone
Everything is nothing if you got no one
And you just walk in the night
Slowly losing sight of the real thing
But that won't happen to us and we got no doubt
Too deep in love and we got no way out
And the message is clear
This could be the year for the real thing
No more will you cry
Baby, I will hurt you never
We start and end as one
In love forever
We can ride it together, uh-huh
Making love with each other, uh-huh
Islands in the stream
That is what we are
No one in between
How can we be wrong?
Sail away with me
To another world
And we rely on each other, uh-huh
From one lover to another, uh-huh
Sail away
Oh come sail away with me
Islands in the stream
That is what we are
No one in between
How can we be wrong?
Sail away with me
To another world
And we rely on each other, uh-huh
From one lover to another, uh-huh
Islands in the stream
That is what we are
No one in between
How can we be wrong?
Sail away with me
To another world
And we rely on each other, uh-huh
From one lover to another, uh-huh
Islands in the stream
That is what we are
No one in between"
Faded,SoulDecision Featuring Thrust,"When I get you all alone
I'm gon' move in nice and close
Ain't nobody gonna interrupt my game
Oh no, no
Ever since you've been hanging 'round
I've been trying to figure out
What I can say to you to get some play, yeah
Can we do what we did last night again?
Baby, you and I'd be better friends
Don't you think it's time we went a bit further?
Oh, yeah
Every night when we say goodbye
I cannot help looking in your eyes
Wondering why you and I haven't hit it
Can we get it on?
I'm kinda faded but I feel alright
Thinking about making my move tonight
I can't pretend that you're only my friend
When you're holdin' my body tight
'Cause I like the way you're making your move
I like the way you're making me wait
At the end of the night when I make up your mind
You'll be coming on home with me, yeah, yeah, yeah
Yeah, you know you got it
And you know I want it
I can't wait to take you home
(You know you got it and I)
I don't wanna be rude at all
I just wanna be where you go
Think what we could do alone, yeah, yeah
Can we do what we did last night again?
Baby, you and I be better friends
Don't you think it's time we went a bit further?
Oh, yeah
Every night when we say goodbye
How can I help looking in your eyes?
Wondering why, you and I haven't hit it
Can we get it on?
I'm kinda faded but I feel alright
Thinking 'bout making my move tonight
I can't pretend that you're only my friend
When you're holding my body tight
'Cause I like the way you're making your move
I like the way you're making me wait
At the end of the night when I make up your mind
You'll be coming on home with me
Uh, uh, when we first met, yo, that deal was stated
You stepped like my steez, the way we compensated
Just another day around the way
With me up close, so everything okay
'Cause I'm not like the rest, indecision with the best
Thoughts for my full court press
Because they hated
How's it go? Hah, yo, faded
(I'm kinda) kinda faded, but I feel alright
Thinking 'bout making my move tonight
I can't pretend that you're only my friend
When you're holdin' my body tight
'Cause I like the way you're making your move
I like the way you're making me wait
At the end of the night when I make up your mind
You'll be coming on home with me, yeah, yeah, yeah
I'm kinda faded but I feel alright
Thinking 'bout making my move tonight
I can't pretend that you're only my friend
When you're holding my body tight
'Cause I like the way you're making your move
I like the way you're making me wait
At the end of the night when I make up your mind
You'll be coming on home with me, yeah, yeah, yeah
I'm kinda faded, but I feel alright (you make me feel alright, 'cause you want it)
Thinking 'bout making my move tonight
I can't pretend that you're only my friend
When you're holding my body tight
'Cause I like the way you're making your move
I like the way you're making me wait (you're making me wait)
At the end of the night when I make up your mind
You'll be coming on home with me, yeah, yeah, yeah"
C'est La Vie,Robbie Nevil,"Got a job that's OK
But they've got me working night and day
Punching in, punching out
Is this really what life's all about?
(What'cha gonna do? What'cha gonna feel?)
I don't know
(What'cha gonna feel? What'cha gonna do?)
Ooh, won't someone tell me?
(What'cha wanna say? What'cha wanna do?)
There's only one thing left to say
(What'cha wanna say? What'cha wanna say?)
Whoo!
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Oh yeah
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Mm
Baby's gone, all alone
Are you sad because you're on your own?
Get back up, party down
There's so many good ones still around
(What'cha gonna do? What'cha gonna feel?)
Ooh, I don't know
(What'cha gonna feel? What'cha gonna do?)
Ooh, won't someone tell me?
(What'cha wanna say? What'cha wanna do?)
I guess there's just one thing to say
(What'cha wanna say? What'cha wanna say?)
Ooh-ooh
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Oh yeah, ooh
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Ooh-ooh
Hey, it's JJ!
What you been doing?
You said your car broke down, the thing just isn't moving
Hey JJ, don't you know?
When you're down, there's just one way to go
Now sing it
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Sometimes
(C'est la vie, c'est la vie) Hey, hey
That's just the way it goes
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life) Ooh yeah
(C'est la vie, c'est la vie)
Oh, that's just the way it goes
(That's life) You know it, ooh yeah
(C'est la vie, c'est la vie)
That's just the way it goes
(That's life)
(C'est la vie, c'est la vie)"
"Me, Myself And I",Beyonce,"All the ladies if you feel me, help me sing it out
Here you go, trippin'
Everything is cool between us Bey
I told you that
We out on the road with my people
Just doin' what I gotta do
There's nothing goin' on that shouldn't be goin' on
You gotta trust me, Ma
I can't believe I believed
Everything we had would last
So young and naive for me to think
She was from your past
Silly of me to dream of
One day having your kids
Love is so blind
It feels right when it's wrong
I can't believe I fell for your schemes
I'm smarter than that
So dumb and naive to believe that with me
You're a changed man
Foolish of me to compete
When you cheat with loose women
It took me some time but now I moved on
Because I realized I got
Me, myself and I
That's all I got in the end
That's what I found out
And it ain't no need to cry
I took a vow that from now on
I'm gon' be my own best friend
Me, myself and I
That's all I got in the end
That's what I found out
And it ain't no need to cry
I took a vow that from now on
I'm gon' be my own best friend
So controlling, you say that you love me
But you don't
Your family told me one day
I would see it on my own
Next thing I know I'm dealing
With your three kids in my home
Love is so blind
It feels right when it's wrong
Now that it's over
Stop calling me
Come pick up your clothes
Ain't no need to front like you're still with me
All your homies know
Even your very best friend
Tried to warn me on the low
It took me some time
But now I am strong
Because I realized I got
Me, myself and I
That's all I got in the end
That's what I found out
And it ain't no need to cry
I took a vow that from now on
I'm gonna be my own best friend
Me, myself and I
That's all I got in the end
That's what I found out
And it ain't no need to cry
I took a vow that from now on
I'm gon' be my own best friend
(Got me, myself and I)
I know that I will never disappoint myself
(I must have cried a thousand times)
All the ladies if you feel me help me sing it out
(I can't regret all the time spent with you)
Yeah, you hurt me, but I learned a lot along the way
(It's how I learned how to make it through)
After all the rain, you'll see the sun come out again
(Now I've got me, myself and I)
I know that I will never disappoint myself
(I must have cried a thousand times)
All the ladies if you feel me help me sing it out
(I can't regret all the time spent with you)
Yeah, you hurt me, but I learned a lot along the way
(It's how I learned how to make it through)
After all the rain, you'll see the sun come out again
Yeah, -eah
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Oh-oh, oh-oh
Whoo-ooh
Whoo-ooh-ooh
Now I've got me, myself and I
(Me, myself and I)
I must have cried a thousand times
(I have cried so many times)
I can't regret time spent with you
(I can't regret time spent with you)
It's how I learned how to make it through
(After all the rain, you'll see the sun come out again)
Now I've got me, myself and I
(I know that I will never disappoint myself)
I must have cried a thousand times
(If you've cried a thousand times, ladies you will survive)
I can't regret time spent with you
(Yeah, you hurt me but I learned a lot along the way)
It's how I learned how to make it through
(I can see the sun shine, I've got me, myself and I)"
Caramel,City High Featuring Eve,"For real and that's no question
No frontin' and no guessin' (City High)
Caramel Complexion
Uh-huh, come on (body-body-body-body like heaven)
You can say I'm plain Jane but it's not the same
I ain't into big names but I like nice things
I watch boxin' matches and the football games
I wouldn't mind being an actress but I love to sing
I like goin' out, takin' walks and stuff
I don't run with many girls 'cause they talk too much
I enjoy quiet nights at home and curl up next to ya
Though I'm ain't a virgin that don't mean I'm havin' sex with ya
Anywhere I go I'm spotted (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body like heaven)
'Cause anywhere I go I'm spotted (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body-body-body-body like heaven)
Baby, look me in the eyes (and tell me, yeah)
I'm the kind of girl you like (I'm feelin' you)
'Cause baby you're my kind of guy (that's what it is)
Think about it you just might wanna run with this
All night long and if you want me, we can keep this goin'
But let me tell you I'm the type that's strong
And I don't trust a lot of men, I'm independent
I ain't like some other women
'Cause nywhere I go I'm spotted (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body like heaven)
'Cause anywhere I go I'm spotted, baby (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body-body-body-body like heaven)
Ven aqui, ven aqui mama
Baby girl, don't you know you're a star?
See we could take a little trip to mi casa
Spend the night popping Cris' in the hot tub
See I ain't never seen no girl like you (girl like you)
Every sexy little thing you do (things you do)
5'5' brown eyes with your thick thighs
E'ry time I see your smile, it's got me hypnotized
Remix, mix, mix, mix, mix
City High, remix here
Here's a track, that's the joint, feel me now
Feel it (City High), feel it (City High)
This City High, remix here
Here's a track, that's the joint, feel me now
I keep 'em mesmerized, listen to me closely
E-V-E is how a thorough bred supposed to be
Hate the thirsty type, can't even get close to me
That's why I got my own stack, Daddy, how it's supposed to be
I ain't about the game, playin', and gift chasin'
All in frontin' Daddy, please, we both big facin'
All the things I want, I got, forget-me-not
Just from my stance, why you starin' at me? Got you hot
Not too many b- like her, one of a kind
I mean even the - like her, she just a dime
Not impressed by your Cris' poppin'
'Cause if you would, I might, end of the night, we gon' be lip locking
But only if I choose to, I don't fall in love easily
Give you the blues boo
I have you sittin' 'round misty-eyed
Caramel, get 'em all the time
Hot shit from City High
'Cause anywhere I go I'm spotted (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body like heaven)
'Cause anywhere I go I'm spotted (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body-body-body-body like heaven)
'Cause anywhere I go I'm spotted, anywhere I go (for real and that's no question)
And anything I want I got it (no frontin' and no guessin')
5' 5"" with brown eyes (caramel complexion)
Smile like the sunrise (body like heaven)"
Magic Stick,Lil' Kim Featuring 50 Cent,"I got the magic stick
I know if I can hit once
I can hit twice
I hit the baddest chicks
Shorty don't believe me then come with me tonight
And I'll show you magic (What? What?)
Magic
I got the magic stick
I'm a freak to the core
Get a dose once you gonna want some more
My tongue touch you girl, your toes bound to curl
This exclusive stick I don't share with the world
I had you up early in the mornin' moanin'
Back shots proper the law can't stop us
Been a fiend for this since Rakeim made hits
Get the position down pat then its time to switch
I rock the boat, I'll work the middle
I speed it up, straight beat it up
And I ain't in the hood with my toast out loc'n
I'm in the telly workin' up a sweat strokin'
Tonight's the night you could fall in love
You could call your mama right now tell her you met a thug
I pop alot of shit 'cause I can back it up
My left stroke's the death stroke
I got the magic clit
I know if I get licked once, I get licked twice
I am the baddest chick
Shorty you don't believe me, then come with me tonight
And I'll show you magic (What? What?)
Magic, uh-huh uh-huh
I got the magic clit
Lil' Kim not a whore
But I sex a nigga so good, he gotta tell his boys
When it, come to sex don't test my skills
'Cause my head game have you head over heels
Give a nigga the chills, have him pay my bills
Buy matchin' Lambo's with the same color wheels
And I ain't out shopping spending dudes C-notes
I'm in the crib giving niggas deep throat
Tonight Lil' Kim gon' have you in the zone
Girls, call ya crib, I'm answering the phone
Guys wanna wife me and give me the ring
I'll do it anywhere, anyhow, I'm down for anything
Couple of humps, give a nigga goosebumps
This junk in my trunk ain't made for chumps
When Lil' Kim's around you don't need to lie
It's the drugs, baby, I'm makin' ya high
I got the magic stick
I know if I can hit once
I can hit twice
I am the baddest chick
Shorty you don't believe me then come with me tonight
And I'll show you magic (What? What?)
Magic
Uh huh, uh huh
I got the magic clit
I'll put your face in it
I know you're sprung off in your tongue
I know you're tasting it
Sex ain't a race
But I had a thug nigga breakin' records
And the time is...
One minute, six seconds
Magic stick
I got the magic box
Had that ass trickin' after one back shot
The gifts, the ice
I like that a lot
The minks, the leathers, the CL drop
I got the magic stick
I know if I can hit once
I can hit twice
I hit the baddest chicks
Shorty don't believe me then come with me tonight
And I'll show you magic (What? What?)
Magic
I got the magic stick
I know if I get licked once
I get licked twice
I am the baddest chick
Shorty don't believe me then come with me tonight
And I'll show you magic (What? What?)
Magic
Uh huh, uh huh
I got the magic stick"
Hey Mr. D.J.,Zhane,"What we're gonna do now is go back
Everybody move your body
Now do it
Here is something that's gonna make you move and groove
Hey D.J keep playing that song, all night
On and on and on
(On and on and on and on)
Everybody move your body
Now do it
Here is something that's gonna make you move and grove
Hey D.J keep playing that song, all night
On and on and on
(On and on and on and on)
It's friday night and the weekend's here
I need to unwind, where's the party, Mr. D.J (D.J)
I am already to call my friends
So we could all get down
Where's the party, hey-hey-hey Mr. D.J
Hey Mr. D.J
You can get this started
Everybody's ready to party
All night, all night
All the girls are ready
So we can all get to it
So we can party 'till the break of dawn, oh
Everybody move your body
Now do it
Here is something that's gonna make you move and groove
Hey D.J keep playing that song, all night
On and on and on
(On and on and on and on)
Everybody move your body
Now do it
Here is something that's gonna make you move and groove
Hey D.J keep playing that song, all night
On and on and on
(On and on and on and on)
It's friday night and the weekend's here
I need to unwind, where's the party, Mr. D.J
I am already to call my friends
So we could all get down
Where's the party, hey-hey-hey Mr. D.J
Hey Mr. D.J
You can get this started
Everybody's ready to party
All night, all night
All the girls are ready
So we can all get to it
So we can party 'till the break of dawn, oh
Hey
Once again, it's on, yo Zhane blow the horn
Let the D.J know to keep playing your song
Maybe I'll browse, snatch up the blouse
Rip the foul, ho
And get rub-a-dub style
Cuz your body won't move
If it can't feel the groove
So can't boogie, have to show and prove
Hey, now I'm feeling the vibe
Rolling with the flava
Feeling alright
Ho, yo, there's a party over here
Yo, oh no, the party's over there
Call up your friends, let 'em know
Fam's tagging along
Hey D.J. keep playing that song
(Come on)
Everybody, move your body (come on), now do it (go babe)
Here is something that's gonna make you move and groove
Hey D.J keep playing that song, all night
On and on and on (D.J play that record)
(On and on and on)
Everybody, move your body, now do it
Here is something that's gonna make you move and groove
Hey D.J keep playing that song, all night
On and on and on (D.J play that record)
(On and on and on and on)
Do it
Something, oh yeah"
